-8.3145	11	0.463798
-25.6308	12	0.004819
-25.6297	13	0.004061
-25.6117	12	0.004812
-25.6276	13	0.004265
-25.6244	12	0.004846
-25.6187	12	0.004636
-25.6128	13	0.004325
-25.6157	12	0.005531
-25.6303	13	0.004207
-25.6255	13	0.003845
-25.5123	13	0.004410
-25.7039	11	0.009844
-25.6853	11	0.008899
-25.6846	11	0.008479
-25.6647	10	0.010807
-25.6677	11	0.008959
-25.7068	10	0.011836
-25.6705	11	0.009381
-25.6913	9	0.015173
-25.6797	11	0.009022
-25.7011	11	0.008833
-25.6086	12	0.004529
-25.6239	13	0.003672
-25.6164	13	0.004235
-25.6321	13	0.003823
-25.5871	13	0.004314
-25.5986	12	0.004563
-25.5838	12	0.004726
-25.6123	12	0.004519
-25.6340	12	0.004477
-25.6047	13	0.003980
-25.6095	13	0.004103
-25.6056	13	0.004130
-25.6086	13	0.004464
-25.6074	12	0.004706
-25.6084	13	0.003908
-25.4676	13	0.003996
-25.6997	10	0.010007
-25.6954	11	0.009539
-25.6786	11	0.008693
-25.6634	10	0.010071
-25.6875	11	0.008639
-25.6877	10	0.010323
-25.6851	10	0.009735
-25.6746	10	0.010650
-25.6952	11	0.008677
-25.6933	11	0.009732
-25.6873	11	0.008254
-25.6893	10	0.010974
-25.7141	10	0.010154
-25.6784	10	0.010383
-25.6958	11	0.008852
-25.5785	12	0.004612
-25.6048	13	0.003625
-25.5855	13	0.004188
-25.6168	13	0.004373
-25.6176	12	0.004713
-25.5939	12	0.005029
-25.6122	12	0.004883
-25.6154	13	0.004401
-25.6428	13	0.004011
-25.6131	13	0.004351
-24.7906	5	0.137884
-24.6512	2	0.476099
-25.6984	11	0.009259
-25.6931	11	0.009451
-25.6867	11	0.008463
-25.6846	11	0.008040
-25.7068	11	0.009179
-25.6952	11	0.008276
-25.6940	10	0.011481
-25.6942	11	0.009238
-25.6749	11	0.008774
-25.7180	11	0.009725
-25.5864	13	0.004155
-25.5957	13	0.004243
-25.6053	13	0.004205
-25.5989	13	0.004171
-25.6378	13	0.004078
-24.2507	3	0.342652
-25.6836	11	0.008021
-25.6823	10	0.010393
-25.6657	11	0.009647
-25.7022	11	0.008484
-25.6766	10	0.010587
-25.5939	12	0.004941
-25.5940	12	0.005273
-25.6062	12	0.005892
-25.6272	12	0.006023
-25.6004	12	0.005504
-25.6109	12	0.004900
-25.6129	12	0.005675
-25.5720	13	0.004380
-25.6176	12	0.004763
-25.6114	12	0.005105
-24.8101	4	0.168952
-24.5852	3	0.315662
-25.6765	11	0.009723
-25.6763	11	0.008267
-25.6763	11	0.009734
-25.6726	10	0.010513
-25.6803	10	0.009779
-25.6756	11	0.008257
-25.6671	10	0.010330
-25.6810	11	0.009337
-25.6866	11	0.009093
-25.7007	11	0.009252
-25.6153	12	0.005451
-25.6119	12	0.004969
-25.5962	11	0.006775
-25.5699	12	0.004926
-25.6119	11	0.006872
-25.6060	12	0.005546
-25.6035	12	0.004491
-25.6011	12	0.004521
-25.6207	12	0.005444
-25.6121	12	0.004932
-24.8639	5	0.105857
-25.6935	10	0.010213
-25.6707	10	0.010789
-25.6750	11	0.008796
-25.6537	10	0.012812
-25.6563	10	0.010034
-25.6920	10	0.010498
-25.6604	10	0.010430
-25.6796	10	0.012626
-25.6690	10	0.011626
-25.6879	10	0.010617
-25.6007	12	0.004990
-25.6175	12	0.004897
-25.6053	12	0.005102
-25.6225	13	0.004321
-25.5792	12	0.004559
-25.5894	13	0.004271
-25.5780	12	0.004939
-25.6035	13	0.004070
-25.6282	13	0.003747
-25.5987	12	0.004625
-25.1996	12	0.004679
-25.6825	10	0.010594
-25.6801	11	0.009369
-25.6725	10	0.010825
-25.6891	10	0.010004
-25.6843	10	0.010286
-25.6797	11	0.009814
-25.6831	10	0.011255
-25.7076	10	0.011546
-25.6718	10	0.011730
-25.6903	11	0.009628
-25.5684	13	0.004362
-25.6050	13	0.003672
-25.5780	13	0.003826
-25.6099	13	0.003958
-25.6142	12	0.004812
-25.5904	12	0.005023
-25.6063	12	0.004957
-25.6094	12	0.004509
-25.6356	12	0.004753
-25.6054	12	0.004952
-25.6189	13	0.004481
-25.5939	13	0.004502
-25.6008	13	0.004054
-25.5792	12	0.005072
-25.5842	12	0.004736
-25.6176	12	0.004830
-22.6711	1	1.298739
-25.6722	10	0.010172
-25.6847	11	0.009765
-25.6857	10	0.010926
-25.6507	11	0.008975
-25.6880	11	0.009765
-25.6855	10	0.010004
-25.6938	11	0.008266
-25.6887	11	0.009487
-25.6753	11	0.008221
-25.6771	11	0.008990
-25.7009	11	0.008763
-25.6861	11	0.008562
-25.6897	10	0.011258
-25.6889	10	0.010648
-25.6686	11	0.009042
-25.7166	10	0.010350
-25.5816	12	0.005373
-25.5938	12	0.004755
-25.6034	12	0.004949
-25.5962	13	0.004093
-25.6344	13	0.003500
-25.6146	12	0.005284
-25.6148	12	0.004751
-25.5969	12	0.004772
-25.5800	12	0.005207
-25.6091	13	0.004462
-25.5847	12	0.005186
-25.6491	9	0.017568
-25.6998	11	0.008588
-25.6917	11	0.009308
-25.6783	11	0.009384
-25.6451	11	0.009585
-25.6954	10	0.011341
-25.6828	11	0.008383
-25.6801	11	0.008973
-25.6566	11	0.009472
-25.6970	11	0.009254
-25.6710	10	0.010863
-25.5911	12	0.004562
-25.5931	12	0.004816
-25.6075	12	0.004621
-25.6284	12	0.005365
-25.5983	13	0.004262
-25.6099	12	0.005078
-25.6089	12	0.004977
-25.5738	13	0.004261
-25.6098	13	0.004224
-25.6091	12	0.004974
-24.9150	12	0.004730
-25.6741	10	0.010264
-25.6694	11	0.008537
-25.6760	11	0.008486
-25.6689	11	0.009667
-25.6742	10	0.010246
-25.6700	11	0.008869
-25.6604	10	0.010168
-25.6742	11	0.009489
-25.6822	11	0.009404
-25.6990	10	0.009855
-25.6140	12	0.004754
-25.6092	13	0.004388
-25.5956	12	0.004990
-25.6081	12	0.004956
-25.6060	12	0.005386
-25.6030	12	0.004937
-25.6033	13	0.004044
-25.5986	12	0.005393
-25.6171	12	0.004643
-25.6118	13	0.004259
-25.6234	12	0.004581
-25.6832	10	0.011364
-25.6901	10	0.009898
-25.6734	11	0.009790
-25.6719	11	0.009463
-25.6494	10	0.011088
-25.6551	10	0.010094
-25.6921	11	0.009367
-25.6556	11	0.009858
-25.6754	10	0.010781
-25.6658	10	0.010103
-25.6864	11	0.009351
-25.5963	12	0.004745
-25.6194	13	0.004218
-25.6043	12	0.004788
-25.6171	13	0.004114
-25.5775	12	0.004636
-25.5871	13	0.004268
-25.5773	12	0.004653
-25.5973	12	0.005059
-25.6248	13	0.004404
-25.5979	13	0.003983
-25.4888	12	0.005204
-25.4638	4	0.225471
-25.6777	10	0.009876
-25.6748	10	0.009914
-25.6665	10	0.010248
-25.6860	11	0.009170
-25.6796	10	0.011199
-25.6768	11	0.009421
-25.6766	10	0.011357
-25.7067	10	0.011088
-25.6676	10	0.012654
-25.6844	11	0.009471
-25.5711	13	0.004224
-25.6006	13	0.003790
-25.5771	13	0.004141
-25.6079	13	0.004222
-25.6104	12	0.004767
-25.5882	12	0.004630
-25.6005	12	0.004898
-25.6100	12	0.004470
-25.6345	13	0.004035
-25.6052	12	0.005083
-25.6141	12	0.004912
-25.5915	12	0.004857
-25.5972	13	0.004006
-25.5764	12	0.005063
-25.5793	13	0.004416
-25.3886	13	0.004412
-25.6830	10	0.010109
-25.6852	10	0.010277
-25.6461	11	0.009075
-25.6896	10	0.010357
-25.6850	10	0.011097
-25.6918	11	0.008826
-25.6853	10	0.010390
-25.6788	11	0.009137
-25.6765	11	0.009363
-25.7007	11	0.009116
-25.6874	11	0.008475
-25.6870	10	0.011655
-25.6908	10	0.012202
-25.6684	11	0.009761
-25.7149	10	0.009871
-25.5769	12	0.005119
-25.5962	12	0.004634
-25.6006	12	0.005076
-25.5989	13	0.003845
-25.6330	12	0.004574
-25.6162	12	0.005610
-25.6118	12	0.005426
-25.5920	12	0.004725
-25.5777	12	0.004983
-25.6052	12	0.005165
-25.6018	12	0.005194
-25.6006	12	0.005204
-25.5930	12	0.006029
-25.6089	12	0.005166
-25.6078	12	0.005370
-24.5334	3	0.293094
-25.6786	10	0.010354
-25.6788	11	0.008613
-25.6773	10	0.011205
-25.6927	11	0.008155
-25.6871	11	0.009388
-25.6977	11	0.009024
-25.6929	10	0.010268
-25.6806	11	0.008928
-25.6452	10	0.009985
-25.6930	10	0.011344
-25.6768	11	0.008568
-25.6769	11	0.009778
-25.6569	10	0.010010
-25.6976	11	0.008457
-25.6685	10	0.011011
-25.5897	13	0.004358
-25.5894	13	0.004314
-25.6026	12	0.004887
-25.6250	13	0.004351
-25.5945	13	0.004370
-25.6674	11	0.008511
-25.6642	10	0.010349
-25.6792	10	0.010882
-25.6820	11	0.009345
-25.6981	10	0.011370
-25.6132	12	0.004725
-25.6063	12	0.004585
-25.5968	12	0.004631
-25.6098	12	0.004702
-25.6094	12	0.004768
-25.6000	12	0.004587
-25.5952	13	0.003389
-25.5977	12	0.004520
-25.6128	13	0.004051
-25.6121	13	0.004057
-25.6910	10	0.010530
-25.6691	10	0.011579
-25.6717	11	0.008161
-25.6495	10	0.013433
-25.6559	10	0.010485
-25.6878	10	0.010805
-25.6568	11	0.009285
-25.6803	10	0.013776
-25.6679	11	0.009483
-25.6858	11	0.008507
-25.5977	12	0.004497
-25.6148	13	0.004445
-25.6016	12	0.005303
-25.6199	13	0.003745
-25.5761	12	0.005409
-25.5893	13	0.003949
-25.5743	12	0.004895
-25.6023	13	0.003952
-25.6260	12	0.004761
-25.5953	13	0.004057
-25.5940	12	0.005445
-25.5950	13	0.003985
-25.5986	12	0.004826
-25.5928	13	0.004246
-25.5980	12	0.004481
-25.6888	10	0.010637
-25.6831	11	0.009735
-25.6654	11	0.008866
-25.6551	10	0.009879
-25.6806	11	0.008895
-25.6787	10	0.010483
-25.6756	11	0.008809
-25.6664	10	0.010084
-25.6842	11	0.009203
-25.6796	10	0.010173
-25.6749	11	0.009649
-25.6790	10	0.010268
-25.7023	11	0.009606
-25.6675	10	0.010259
-25.6866	11	0.009868
-25.5668	12	0.004782
-25.6022	13	0.003829
-25.5738	13	0.004267
-25.6050	13	0.003647
-25.6115	12	0.004593
-25.5849	12	0.005512
-25.5983	12	0.005403
-25.6069	12	0.004857
-25.6336	13	0.004287
-25.6037	12	0.004970
-25.6928	11	0.009135
-25.6811	10	0.012174
-25.6768	10	0.010740
-25.6768	10	0.010755
-25.6990	10	0.012066
-25.6856	11	0.008766
-25.6867	10	0.013022
-25.6835	10	0.011612
-25.6654	11	0.008979
-25.7077	10	0.010422
-25.5796	12	0.004869
-25.5896	13	0.004055
-25.5991	13	0.004157
-25.5953	13	0.003733
-25.6340	13	0.003863
-25.6120	13	0.004510
-25.6076	12	0.004966
-25.5952	13	0.004057
-25.5780	13	0.004201
-25.3711	13	0.003998
-25.6914	11	0.009734
-25.6785	11	0.009516
-25.6486	10	0.010034
-25.6967	10	0.011725
-25.6802	11	0.008261
-25.6765	11	0.009147
-25.6564	10	0.010252
-25.6906	11	0.008358
-25.6665	10	0.010798
-25.5915	13	0.004536
-25.5908	12	0.004939
-25.6039	13	0.004129
-25.6249	12	0.004662
-25.5930	12	0.004669
-25.6045	13	0.004154
-25.6088	12	0.005053
-25.5672	13	0.003417
-25.6069	12	0.004642
-25.6081	13	0.004345
-25.6143	13	0.003735
-25.6083	13	0.004484
-25.6011	13	0.003793
-25.6054	13	0.003899
-25.3329	13	0.004034
-25.6414	10	0.010297
-25.6731	10	0.012852
-25.7010	10	0.010271
-25.6700	11	0.008381
-25.6676	10	0.013164
-25.6711	11	0.008153
-25.6725	10	0.010389
-25.6722	10	0.010776
-25.6768	10	0.012196
-25.6715	10	0.010789
-25.6581	11	0.009399
-25.6746	10	0.014109
-25.6780	11	0.008930
-25.6978	10	0.009866
-25.6114	13	0.004229
-25.6080	12	0.004608
-25.5906	13	0.004422
-25.6052	12	0.004673
-25.6034	12	0.005216
-25.5989	13	0.004289
-25.5992	13	0.003825
-25.5969	12	0.004824
-25.6115	13	0.004419
-25.6082	13	0.004399
-25.6218	12	0.004482
-25.6126	13	0.003952
-25.6014	13	0.003968
-25.5656	12	0.005118
-24.7889	5	0.098563
-25.6785	11	0.009731
-25.6818	10	0.010027
-25.7074	11	0.008634
-25.6796	10	0.010276
-25.6903	10	0.009956
-25.6654	11	0.008700
-25.6703	11	0.008039
-25.6509	10	0.010203
-25.6577	11	0.009706
-25.6878	11	0.008425
-25.6567	11	0.008851
-25.6760	10	0.010192
-25.6665	11	0.009724
-25.6874	11	0.007958
-25.5952	13	0.004445
-25.6121	13	0.003646
-25.5971	13	0.004169
-25.6171	13	0.004170
-25.5721	13	0.004463
-25.5829	13	0.004065
-25.5713	12	0.004735
-25.5974	12	0.004977
-25.6222	13	0.004007
-24.3544	3	0.381301
-25.6740	11	0.009053
-25.6668	10	0.010917
-25.6858	10	0.010110
-25.6775	11	0.009680
-25.6757	10	0.010193
-25.6769	10	0.011348
-25.7044	10	0.011926
-25.6711	10	0.011762
-25.6835	11	0.009520
-25.5676	12	0.006220
-25.6009	12	0.005253
-25.5766	12	0.005853
-25.6028	12	0.005357
-25.6111	12	0.005160
-25.5823	11	0.007105
-25.5992	11	0.007221
-25.6037	12	0.005690
-25.6313	12	0.005261
-24.0628	3	0.335332
-25.6856	11	0.009747
-25.6755	11	0.008730
-25.6759	11	0.008577
-25.6973	11	0.008915
-25.6847	11	0.008774
-25.6850	10	0.012021
-25.6840	10	0.010412
-25.6645	11	0.008493
-25.7099	11	0.009636
-25.5780	12	0.005057
-25.5903	13	0.004270
-25.5990	12	0.004698
-25.5959	13	0.003811
-25.6288	13	0.004231
-25.6160	13	0.004394
-25.6068	13	0.004389
-25.5906	13	0.004131
-25.5760	12	0.004973
-25.6922	11	0.009420
-25.6815	11	0.009737
-25.6433	10	0.009926
-25.6946	10	0.012690
-25.6774	11	0.009099
-25.6761	11	0.009616
-25.6529	10	0.010685
-25.6938	11	0.008660
-25.6713	10	0.011877
-25.5847	13	0.004175
-25.5918	13	0.004075
-25.6000	12	0.004528
-25.6256	13	0.004290
-25.5917	12	0.004527
-25.6011	13	0.004243
-25.6038	12	0.004538
-25.5664	13	0.003566
-25.6052	13	0.004061
-25.6689	11	0.008450
-25.6716	11	0.008890
-25.6695	10	0.010871
-25.6742	11	0.009229
-25.6693	11	0.007977
-25.6619	11	0.008920
-25.6751	11	0.008208
-25.6793	11	0.008521
-25.7008	11	0.009559
-25.6103	12	0.005155
-25.6072	13	0.003912
-25.5871	12	0.004640
-25.6021	13	0.004020
-25.6043	12	0.005327
-25.6018	13	0.004404
-25.5939	13	0.003918
-25.5934	12	0.004747
-25.5716	13	0.003900
-25.5826	6	0.063728
-25.6656	11	0.007900
-25.6480	11	0.009574
